"States and selected areas:  Employment status of the civilian noninstitutional population,",,,,,,,,,
1976 to 2025(1) annual averages,,,,,,,,,
,,,,,,,,,
FIPS Code,State and area,Year,Civilian non-institutional population,Civilian labor force,,,,,
,,,,Total,Percent of population,Employment,,Unemployment,
,,,,,,Total,Percent of population,Total,Rate
,,,,,,Labor force,,level,rate
,,,,,,,,,
34,New Jersey,2021,"74,37,386   ","46,74,518   ",62.9   ,"43,61,147   ",58.6   ,"3,13,371   ",6.7   
35,New Mexico,2021,"16,69,443   ","9,39,995   ",56.3   ,"8,73,417   ",52.3   ,"66,578   ",7.1   
36,New York,2021,"1,61,14,293   ","95,92,002   ",59.5   ,"89,14,250   ",55.3   ,"6,77,752   ",7.1   
51000,New York city,2021,"69,28,440   ","41,35,749   ",59.7   ,"37,19,735   ",53.7   ,"4,16,014   ",10.1   
37,North Carolina,2021,"83,22,354   ","49,54,754   ",59.5   ,"47,14,601   ",56.6   ,"2,40,153   ",4.8   
38,North Dakota,2021,"5,97,023   ","4,08,434   ",68.4   ,"3,95,745   ",66.3   ,"12,689   ",3.1   
39,Ohio,2021,"93,32,494   ","57,38,026   ",61.5   ,"54,36,614   ",58.3   ,"3,01,412   ",5.3   
40,Oklahoma,2021,"30,59,740   ","18,65,738   ",61.0   ,"17,91,090   ",58.5   ,"74,648   ",4.0   
41,Oregon,2021,"34,55,752   ","21,39,799   ",61.9   ,"20,29,296   ",58.7   ,"1,10,503   ",5.2   
42,Pennsylvania,2021,"1,05,07,099   ","64,39,411   ",61.3   ,"60,59,176   ",57.7   ,"3,80,235   ",5.9   
44,Rhode Island,2021,"9,00,916   ","5,75,479   ",63.9   ,"5,43,488   ",60.3   ,"31,991   ",5.6   
45,South Carolina,2021,"41,15,260   ","23,72,318   ",57.6   ,"22,79,261   ",55.4   ,"93,057   ",3.9   
46,South Dakota,2021,"6,82,405   ","4,69,020   ",68.7   ,"4,57,014   ",67.0   ,"12,006   ",2.6   
47,Tennessee,2021,"55,16,604   ","33,33,411   ",60.4   ,"31,84,710   ",57.7   ,"1,48,701   ",4.5   
48,Texas,2021,"2,25,76,314   ","1,43,66,604   ",63.6   ,"1,35,56,544   ",60.0   ,"8,10,060   ",5.6   
49,Utah,2021,"24,78,410   ","16,87,973   ",68.1   ,"16,41,440   ",66.2   ,"46,533   ",2.8   
50,Vermont,2021,"5,39,591   ","3,34,923   ",62.1   ,"3,23,234   ",59.9   ,"11,689   ",3.5   
51,Virginia,2021,"67,97,683   ","43,19,125   ",63.5   ,"41,52,757   ",61.1   ,"1,66,368   ",3.9   
53,Washington,2021,"61,56,565   ","38,90,972   ",63.2   ,"36,88,977   ",59.9   ,"2,01,995   ",5.2   
54,West Virginia,2021,"14,39,314   ","7,73,936   ",53.8   ,"7,34,192   ",51.0   ,"39,744   ",5.1   
55,Wisconsin,2021,"47,08,815   ","31,02,685   ",65.9   ,"29,84,907   ",63.4   ,"1,17,778   ",3.8   
56,Wyoming,2021,"4,52,273   ","2,87,657   ",63.6   ,"2,74,570   ",60.7   ,"13,087   ",4.5   
01,Alabama,2022,"40,18,533   ","22,77,757   ",56.7   ,"22,20,074   ",55.2   ,"57,683   ",2.5   
02,Alaska,2022,"5,46,657   ","3,53,964   ",64.8   ,"3,38,452   ",61.9   ,"15,512   ",4.4   
04,Arizona,2022,"58,35,298   ","35,90,353   ",61.5   ,"34,55,237   ",59.2   ,"1,35,116   ",3.8   
05,Arkansas,2022,"23,76,006   ","13,63,194   ",57.4   ,"13,19,766   ",55.5   ,"43,428   ",3.2   
06,California,2022,"3,12,09,668   ","1,92,67,435   ",61.7   ,"1,84,41,358   ",59.1   ,"8,26,077   ",4.3   
037,Los Angeles County,2022,"79,68,197   ","50,36,788   ",63.2   ,"47,86,014   ",60.1   ,"2,50,774   ",5.0   
08,Colorado,2022,"46,74,205   ","31,81,560   ",68.1   ,"30,83,530   ",66.0   ,"98,030   ",3.1   
09,Connecticut,2022,"29,46,798   ","19,25,558   ",65.3   ,"18,48,019   ",62.7   ,"77,539   ",4.0   
10,Delaware,2022,"8,21,930   ","5,00,949   ",60.9   ,"4,79,718   ",58.4   ,"21,231   ",4.2   
11,District of Columbia,2022,"5,54,460   ","3,94,286   ",71.1   ,"3,75,737   ",67.8   ,"18,549   ",4.7   
12,Florida,2022,"1,82,23,466   ","1,07,08,010   ",58.8   ,"1,03,83,788   ",57.0   ,"3,24,222   ",3.0   
13,Georgia,2022,"85,25,767   ","52,74,005   ",61.9   ,"51,08,354   ",59.9   ,"1,65,651   ",3.1   
15,Hawaii,2022,"11,28,495   ","6,76,000   ",59.9   ,"6,54,048   ",58.0   ,"21,952   ",3.2   
16,Idaho,2022,"14,98,982   ","9,50,764   ",63.4   ,"9,23,419   ",61.6   ,"27,345   ",2.9   
17,Illinois,2022,"1,00,82,293   ","64,80,808   ",64.3   ,"61,82,803   ",61.3   ,"2,98,005   ",4.6   
18,Indiana,2022,"53,54,747   ","33,89,689   ",63.3   ,"32,85,460   ",61.4   ,"1,04,229   ",3.1   
19,Iowa,2022,"25,14,117   ","17,00,318   ",67.6   ,"16,51,348   ",65.7   ,"48,970   ",2.9   
20,Kansas,2022,"22,63,450   ","15,10,916   ",66.8   ,"14,68,686   ",64.9   ,"42,230   ",2.8   
21,Kentucky,2022,"35,39,109   ","20,47,025   ",57.8   ,"19,64,419   ",55.5   ,"82,606   ",4.0   
22,Louisiana,2022,"35,63,998   ","20,72,136   ",58.1   ,"19,96,188   ",56.0   ,"75,948   ",3.7   
23,Maine,2022,"11,54,867   ","6,84,691   ",59.3   ,"6,65,246   ",57.6   ,"19,445   ",2.8   
24,Maryland,2022,"49,07,751   ","31,77,366   ",64.7   ,"30,82,086   ",62.8   ,"95,280   ",3.0   
25,Massachusetts,2022,"57,91,178   ","37,80,983   ",65.3   ,"36,42,556   ",62.9   ,"1,38,427   ",3.7   
26,Michigan,2022,"80,83,095   ","48,65,841   ",60.2   ,"46,62,983   ",57.7   ,"2,02,858   ",4.2   
27,Minnesota,2022,"45,21,441   ","30,69,630   ",67.9   ,"29,95,078   ",66.2   ,"74,552   ",2.4   
28,Mississippi,2022,"22,87,803   ","12,60,986   ",55.1   ,"12,13,137   ",53.0   ,"47,849   ",3.8   
29,Missouri,2022,"48,72,256   ","30,51,998   ",62.6   ,"29,71,441   ",61.0   ,"80,557   ",2.6   
30,Montana,2022,"8,95,552   ","5,61,884   ",62.7   ,"5,46,902   ",61.1   ,"14,982   ",2.7   
31,Nebraska,2022,"15,20,240   ","10,56,496   ",69.5   ,"10,33,170   ",68.0   ,"23,326   ",2.2   
32,Nevada,2022,"25,28,486   ","15,58,985   ",61.7   ,"14,77,448   ",58.4   ,"81,537   ",5.2   
33,New Hampshire,2022,"11,59,678   ","7,60,999   ",65.6   ,"7,42,463   ",64.0   ,"18,536   ",2.4   
34,New Jersey,2022,"74,76,419   ","47,71,781   ",63.8   ,"45,86,675   ",61.3   ,"1,85,106   ",3.9   
35,New Mexico,2022,"16,74,785   ","9,46,148   ",56.5   ,"9,07,560   ",54.2   ,"38,588   ",4.1   
36,New York,2022,"1,60,54,447   ","96,82,170   ",60.3   ,"92,66,062   ",57.7   ,"4,16,108   ",4.3   
51000,New York city,2022,"68,69,707   ","41,66,275   ",60.6   ,"39,31,208   ",57.2   ,"2,35,067   ",5.6   
37,North Carolina,2022,"84,54,298   ","51,88,493   ",61.4   ,"49,96,908   ",59.1   ,"1,91,585   ",3.7   
38,North Dakota,2022,"6,00,022   ","4,12,967   ",68.8   ,"4,04,145   ",67.4   ,"8,822   ",2.1   
39,Ohio,2022,"93,51,293   ","57,65,030   ",61.6   ,"55,35,292   ",59.2   ,"2,29,738   ",4.0   
40,Oklahoma,2022,"30,91,485   ","19,02,103   ",61.5   ,"18,44,642   ",59.7   ,"57,461   ",3.0   
41,Oregon,2022,"34,64,108   ","21,59,475   ",62.3   ,"20,73,683   ",59.9   ,"85,792   ",4.0   
42,Pennsylvania,2022,"1,05,08,953   ","64,78,983   ",61.7   ,"62,09,321   ",59.1   ,"2,69,662   ",4.2   
44,Rhode Island,2022,"9,04,499   ","5,76,096   ",63.7   ,"5,57,492   ",61.6   ,"18,604   ",3.2   
45,South Carolina,2022,"41,98,811   ","24,22,347   ",57.7   ,"23,44,834   ",55.8   ,"77,513   ",3.2   
46,South Dakota,2022,"6,93,692   ","4,74,201   ",68.4   ,"4,65,035   ",67.0   ,"9,166   ",1.9   
47,Tennessee,2022,"55,94,817   ","33,80,916   ",60.4   ,"32,66,847   ",58.4   ,"1,14,069   ",3.4   
48,Texas,2022,"2,30,46,305   ","1,47,84,035   ",64.1   ,"1,42,00,881   ",61.6   ,"5,83,154   ",3.9   
49,Utah,2022,"25,37,336   ","17,45,626   ",68.8   ,"17,03,871   ",67.2   ,"41,755   ",2.4   
50,Vermont,2022,"5,41,609   ","3,42,248   ",63.2   ,"3,34,240   ",61.7   ,"8,008   ",2.3   
51,Virginia,2022,"68,33,253   ","44,28,653   ",64.8   ,"43,09,310   ",63.1   ,"1,19,343   ",2.7   
53,Washington,2022,"62,15,323   ","39,72,559   ",63.9   ,"38,10,893   ",61.3   ,"1,61,666   ",4.1   
54,West Virginia,2022,"14,32,622   ","7,81,527   ",54.6   ,"7,50,916   ",52.4   ,"30,611   ",3.9   
55,Wisconsin,2022,"47,38,274   ","30,90,130   ",65.2   ,"30,02,188   ",63.4   ,"87,942   ",2.8   
56,Wyoming,2022,"4,56,302   ","2,91,492   ",63.9   ,"2,81,452   ",61.7   ,"10,040   ",3.4   
01,Alabama,2023,"40,55,316   ","23,15,001   ",57.1   ,"22,57,847   ",55.7   ,"57,154   ",2.5   
02,Alaska,2023,"5,50,066   ","3,57,685   ",65.0   ,"3,42,440   ",62.3   ,"15,245   ",4.3   
04,Arizona,2023,"59,35,791   ","36,81,896   ",62.0   ,"35,45,673   ",59.7   ,"1,36,223   ",3.7   
05,Arkansas,2023,"23,99,748   ","13,86,192   ",57.8   ,"13,42,482   ",55.9   ,"43,710   ",3.2   
06,California,2023,"3,13,93,972   ","1,95,14,618   ",62.2   ,"1,85,93,621   ",59.2   ,"9,20,997   ",4.7   
037,Los Angeles County,2023,"79,82,666   ","50,64,724   ",63.4   ,"48,08,271   ",60.2   ,"2,56,453   ",5.1   
08,Colorado,2023,"47,41,881   ","32,30,055   ",68.1   ,"31,24,030   ",65.9   ,"1,06,025   ",3.3   
09,Connecticut,2023,"29,70,949   ","19,09,214   ",64.3   ,"18,48,062   ",62.2   ,"61,152   ",3.2   
10,Delaware,2023,"8,36,539   ","5,09,805   ",60.9   ,"4,89,890   ",58.6   ,"19,915   ",3.9   
11,District of Columbia,2023,"5,61,446   ","4,05,152   ",72.2   ,"3,85,468   ",68.7   ,"19,684   ",4.9   
12,Florida,2023,"1,86,78,418   ","1,10,21,976   ",59.0   ,"1,06,97,824   ",57.3   ,"3,24,152   ",2.9   
13,Georgia,2023,"86,59,838   ","53,72,644   ",62.0   ,"51,98,344   ",60.0   ,"1,74,300   ",3.2   
15,Hawaii,2023,"11,29,780   ","6,80,464   ",60.2   ,"6,61,044   ",58.5   ,"19,420   ",2.9   
16,Idaho,2023,"15,29,632   ","9,72,816   ",63.6   ,"9,41,813   ",61.6   ,"31,003   ",3.2   
17,Illinois,2023,"1,01,29,617   ","65,25,710   ",64.4   ,"62,32,866   ",61.5   ,"2,92,844   ",4.5   
18,Indiana,2023,"53,99,010   ","34,24,333   ",63.4   ,"33,07,235   ",61.3   ,"1,17,098   ",3.4   
19,Iowa,2023,"25,30,626   ","17,08,074   ",67.5   ,"16,57,354   ",65.5   ,"50,720   ",3.0   
20,Kansas,2023,"22,79,422   ","15,27,042   ",67.0   ,"14,83,017   ",65.1   ,"44,025   ",2.9   
21,Kentucky,2023,"35,67,796   ","20,57,308   ",57.7   ,"19,69,940   ",55.2   ,"87,368   ",4.2   
22,Louisiana,2023,"35,70,185   ","20,80,626   ",58.3   ,"20,03,271   ",56.1   ,"77,355   ",3.7   
23,Maine,2023,"11,67,316   ","6,94,353   ",59.5   ,"6,75,978   ",57.9   ,"18,375   ",2.6   
24,Maryland,2023,"49,34,718   ","31,97,910   ",64.8   ,"31,26,374   ",63.4   ,"71,536   ",2.2   
25,Massachusetts,2023,"58,42,399   ","38,24,146   ",65.5   ,"36,90,724   ",63.2   ,"1,33,422   ",3.5   
26,Michigan,2023,"81,21,440   ","50,03,879   ",61.6   ,"48,07,826   ",59.2   ,"1,96,053   ",3.9   
27,Minnesota,2023,"45,55,879   ","31,07,536   ",68.2   ,"30,21,126   ",66.3   ,"86,410   ",2.8   
28,Mississippi,2023,"22,96,853   ","12,50,896   ",54.5   ,"12,11,931   ",52.8   ,"38,965   ",3.1   
29,Missouri,2023,"49,04,785   ","31,06,625   ",63.3   ,"30,09,927   ",61.4   ,"96,698   ",3.1   
30,Montana,2023,"9,07,057   ","5,72,256   ",63.1   ,"5,56,633   ",61.4   ,"15,623   ",2.7   
31,Nebraska,2023,"15,36,086   ","10,65,182   ",69.3   ,"10,40,693   ",67.7   ,"24,489   ",2.3   
32,Nevada,2023,"25,68,205   ","16,08,412   ",62.6   ,"15,25,854   ",59.4   ,"82,558   ",5.1   
33,New Hampshire,2023,"11,67,758   ","7,62,184   ",65.3   ,"7,44,827   ",63.8   ,"17,357   ",2.3   
34,New Jersey,2023,"75,59,374   ","48,79,285   ",64.5   ,"46,68,296   ",61.8   ,"2,10,989   ",4.3   
35,New Mexico,2023,"16,87,605   ","9,66,516   ",57.3   ,"9,30,980   ",55.2   ,"35,536   ",3.7   
36,New York,2023,"1,61,46,634   ","98,49,925   ",61.0   ,"94,52,487   ",58.5   ,"3,97,438   ",4.0   
51000,New York city,2023,"69,39,890   ","42,60,154   ",61.4   ,"40,49,067   ",58.3   ,"2,11,087   ",5.0   
37,North Carolina,2023,"86,10,395   ","52,72,358   ",61.2   ,"50,88,209   ",59.1   ,"1,84,149   ",3.5   
38,North Dakota,2023,"6,06,180   ","4,18,213   ",69.0   ,"4,09,642   ",67.6   ,"8,571   ",2.0   
39,Ohio,2023,"94,01,982   ","58,40,627   ",62.1   ,"56,27,187   ",59.9   ,"2,13,440   ",3.7   
40,Oklahoma,2023,"31,29,747   ","19,66,532   ",62.8   ,"19,04,699   ",60.9   ,"61,833   ",3.1   
41,Oregon,2023,"34,80,599   ","21,69,798   ",62.3   ,"20,87,617   ",60.0   ,"82,181   ",3.8   
42,Pennsylvania,2023,"1,05,43,171   ","65,58,918   ",62.2   ,"63,18,060   ",59.9   ,"2,40,858   ",3.7   
44,Rhode Island,2023,"9,10,533   ","5,81,465   ",63.9   ,"5,64,141   ",62.0   ,"17,324   ",3.0   
45,South Carolina,2023,"42,92,542   ","24,95,157   ",58.1   ,"24,20,636   ",56.4   ,"74,521   ",3.0   
46,South Dakota,2023,"7,03,503   ","4,79,697   ",68.2   ,"4,70,972   ",66.9   ,"8,725   ",1.8   
47,Tennessee,2023,"56,79,258   ","34,05,116   ",60.0   ,"32,94,385   ",58.0   ,"1,10,731   ",3.3   
48,Texas,2023,"2,35,79,271   ","1,52,48,074   ",64.7   ,"1,46,36,691   ",62.1   ,"6,11,383   ",4.0   
49,Utah,2023,"25,99,813   ","17,97,645   ",69.1   ,"17,48,673   ",67.3   ,"48,972   ",2.7   
50,Vermont,2023,"5,43,396   ","3,49,476   ",64.3   ,"3,42,686   ",63.1   ,"6,790   ",1.9   
51,Virginia,2023,"68,92,705   ","45,44,986   ",65.9   ,"44,22,328   ",64.2   ,"1,22,658   ",2.7   
53,Washington,2023,"62,86,904   ","40,27,320   ",64.1   ,"38,57,883   ",61.4   ,"1,69,437   ",4.2   
54,West Virginia,2023,"14,31,364   ","7,88,791   ",55.1   ,"7,58,311   ",53.0   ,"30,480   ",3.9   
55,Wisconsin,2023,"47,75,901   ","31,25,257   ",65.4   ,"30,36,966   ",63.6   ,"88,291   ",2.8   
56,Wyoming,2023,"4,60,937   ","2,93,568   ",63.7   ,"2,85,002   ",61.8   ,"8,566   ",2.9   
01,Alabama,2024,"40,96,918   ","23,59,390   ",57.6   ,"22,89,120   ",55.9   ,"70,270   ",3.0   
02,Alaska,2024,"5,53,822   ","3,60,367   ",65.1   ,"3,44,005   ",62.1   ,"16,362   ",4.5   
04,Arizona,2024,"60,41,127   ","37,41,665   ",61.9   ,"36,02,956   ",59.6   ,"1,38,709   ",3.7   
05,Arkansas,2024,"24,26,129   ","14,11,833   ",58.2   ,"13,62,381   ",56.2   ,"49,452   ",3.5   
06,California,2024,"3,16,46,522   ","1,96,92,824   ",62.2   ,"1,86,50,672   ",58.9   ,"10,42,152   ",5.3   
037,Los Angeles County,2024,"80,13,245   ","51,06,364   ",63.7   ,"48,12,384   ",60.1   ,"2,93,980   ",5.8   
08,Colorado,2024,"48,15,264   ","32,65,465   ",67.8   ,"31,30,455   ",65.0   ,"1,35,010   ",4.1   
09,Connecticut,2024,"30,01,078   ","19,32,754   ",64.4   ,"18,68,860   ",62.3   ,"63,894   ",3.3   
10,Delaware,2024,"8,51,021   ","5,10,899   ",60.0   ,"4,90,887   ",57.7   ,"20,012   ",3.9   
11,District of Columbia,2024,"5,68,464   ","4,13,353   ",72.7   ,"3,91,492   ",68.9   ,"21,861   ",5.3   
12,Florida,2024,"1,90,14,602   ","1,11,14,233   ",58.5   ,"1,07,41,571   ",56.5   ,"3,72,662   ",3.4   
13,Georgia,2024,"87,99,428   ","54,23,268   ",61.6   ,"52,37,835   ",59.5   ,"1,85,433   ",3.4   
15,Hawaii,2024,"11,33,108   ","6,82,524   ",60.2   ,"6,63,668   ",58.6   ,"18,856   ",2.8   
16,Idaho,2024,"15,61,448   ","9,96,542   ",63.8   ,"9,60,892   ",61.5   ,"35,650   ",3.6   
17,Illinois,2024,"1,02,11,552   ","66,38,412   ",65.0   ,"63,07,121   ",61.8   ,"3,31,291   ",5.0   
18,Indiana,2024,"54,52,601   ","34,72,118   ",63.7   ,"33,32,175   ",61.1   ,"1,39,943   ",4.0   
19,Iowa,2024,"25,49,473   ","17,09,319   ",67.0   ,"16,55,382   ",64.9   ,"53,937   ",3.2   
20,Kansas,2024,"23,00,206   ","15,48,387   ",67.3   ,"14,93,815   ",64.9   ,"54,572   ",3.5   
21,Kentucky,2024,"36,02,683   ","20,95,496   ",58.2   ,"19,94,539   ",55.4   ,"1,00,957   ",4.8   
22,Louisiana,2024,"35,89,178   ","20,86,957   ",58.1   ,"19,97,405   ",55.7   ,"89,552   ",4.3   
23,Maine,2024,"11,76,513   ","7,06,563   ",60.1   ,"6,85,347   ",58.3   ,"21,216   ",3.0   
24,Maryland,2024,"49,75,111   ","32,40,844   ",65.1   ,"31,37,930   ",63.1   ,"1,02,914   ",3.2   
25,Massachusetts,2024,"59,01,781   ","39,20,504   ",66.4   ,"37,64,385   ",63.8   ,"1,56,119   ",4.0   
26,Michigan,2024,"81,73,307   ","50,60,760   ",61.9   ,"48,23,521   ",59.0   ,"2,37,239   ",4.7   
27,Minnesota,2024,"46,03,986   ","31,37,560   ",68.1   ,"30,39,323   ",66.0   ,"98,237   ",3.1   
28,Mississippi,2024,"23,12,029   ","12,74,775   ",55.1   ,"12,34,022   ",53.4   ,"40,753   ",3.2   
29,Missouri,2024,"49,46,070   ","31,43,051   ",63.5   ,"30,26,902   ",61.2   ,"1,16,149   ",3.7   
30,Montana,2024,"9,16,736   ","5,77,376   ",63.0   ,"5,60,046   ",61.1   ,"17,330   ",3.0   
31,Nebraska,2024,"15,53,930   ","10,78,216   ",69.4   ,"10,48,970   ",67.5   ,"29,246   ",2.7   
32,Nevada,2024,"26,13,852   ","16,40,898   ",62.8   ,"15,52,386   ",59.4   ,"88,512   ",5.4   
33,New Hampshire,2024,"11,76,653   ","7,70,666   ",65.5   ,"7,50,824   ",63.8   ,"19,842   ",2.6   
34,New Jersey,2024,"76,56,765   ","48,99,384   ",64.0   ,"46,72,089   ",61.0   ,"2,27,295   ",4.6   
35,New Mexico,2024,"17,01,256   ","9,81,492   ",57.7   ,"9,41,313   ",55.3   ,"40,179   ",4.1   
36,New York,2024,"1,63,18,569   ","99,28,106   ",60.8   ,"95,14,544   ",58.3   ,"4,13,562   ",4.2   
51000,New York city,2024,"70,61,127   ","43,49,940   ",61.6   ,"41,32,652   ",58.5   ,"2,17,288   ",5.0   
37,North Carolina,2024,"87,74,760   ","52,95,197   ",60.3   ,"51,01,603   ",58.1   ,"1,93,594   ",3.7   
38,North Dakota,2024,"6,12,694   ","4,24,634   ",69.3   ,"4,14,385   ",67.6   ,"10,249   ",2.4   
39,Ohio,2024,"94,64,520   ","59,30,015   ",62.7   ,"56,71,397   ",59.9   ,"2,58,618   ",4.4   
40,Oklahoma,2024,"31,68,358   ","19,98,552   ",63.1   ,"19,34,503   ",61.1   ,"64,049   ",3.2   
41,Oregon,2024,"35,02,918   ","21,92,526   ",62.6   ,"20,98,204   ",59.9   ,"94,322   ",4.3   
42,Pennsylvania,2024,"1,05,91,537   ","65,71,898   ",62.0   ,"63,21,263   ",59.7   ,"2,50,635   ",3.8   
44,Rhode Island,2024,"9,19,874   ","5,93,828   ",64.6   ,"5,68,593   ",61.8   ,"25,235   ",4.2   
45,South Carolina,2024,"43,87,425   ","25,62,615   ",58.4   ,"24,57,287   ",56.0   ,"1,05,328   ",4.1   
46,South Dakota,2024,"7,13,285   ","4,85,148   ",68.0   ,"4,76,298   ",66.8   ,"8,850   ",1.8   
47,Tennessee,2024,"57,64,509   ","34,58,701   ",60.0   ,"33,41,996   ",58.0   ,"1,16,705   ",3.4   
48,Texas,2024,"2,41,09,743   ","1,56,28,870   ",64.8   ,"1,49,85,161   ",62.2   ,"6,43,709   ",4.1   
49,Utah,2024,"26,60,763   ","18,26,314   ",68.6   ,"17,66,489   ",66.4   ,"59,825   ",3.3   
50,Vermont,2024,"5,44,322   ","3,53,463   ",64.9   ,"3,45,352   ",63.4   ,"8,111   ",2.3   
51,Virginia,2024,"69,76,635   ","45,52,283   ",65.3   ,"44,19,514   ",63.3   ,"1,32,769   ",2.9   
53,Washington,2024,"63,78,118   ","40,39,646   ",63.3   ,"38,58,057   ",60.5   ,"1,81,589   ",4.5   
54,West Virginia,2024,"14,32,747   ","7,89,616   ",55.1   ,"7,57,628   ",52.9   ,"31,988   ",4.1   
55,Wisconsin,2024,"48,13,091   ","31,42,859   ",65.3   ,"30,48,369   ",63.3   ,"94,490   ",3.0   
56,Wyoming,2024,"4,65,177   ","2,92,189   ",62.8   ,"2,83,060   ",60.8   ,"9,129   ",3.1   
01,Alabama,2025(1),"41,28,883   ","23,80,275   ",57.6   ,"23,12,404   ",56.0   ,"67,871   ",2.9   
02,Alaska,2025(1),"5,56,815   ","3,65,866   ",65.7   ,"3,48,660   ",62.6   ,"17,206   ",4.7   
04,Arizona,2025(1),"61,18,407   ","37,99,600   ",62.1   ,"36,36,195   ",59.4   ,"1,63,405   ",4.3   
05,Arkansas,2025(1),"24,46,731   ","14,36,872   ",58.7   ,"13,77,756   ",56.3   ,"59,116   ",4.1   
06,California,2025(1),"3,17,63,371   ","1,98,23,761   ",62.4   ,"1,87,38,481   ",59.0   ,"10,85,280   ",5.5   
037,Los Angeles County,2025(1),"79,99,641   ","50,98,836   ",63.7   ,"48,10,625   ",60.1   ,"2,88,211   ",5.7   
08,Colorado,2025(1),"48,51,071   ","32,59,004   ",67.2   ,"31,27,560   ",64.5   ,"1,31,444   ",4.0   
09,Connecticut,2025(1),"30,19,147   ","19,37,208   ",64.2   ,"18,59,402   ",61.6   ,"77,806   ",4.0   
10,Delaware,2025(1),"8,61,903   ","5,15,815   ",59.8   ,"4,90,972   ",57.0   ,"24,843   ",4.8   
11,District of Columbia,2025(1),"5,71,629   ","4,12,501   ",72.2   ,"3,86,469   ",67.6   ,"26,032   ",6.3   
12,Florida,2025(1),"1,92,22,067   ","1,11,09,300   ",57.8   ,"1,06,72,684   ",55.5   ,"4,36,616   ",3.9   
13,Georgia,2025(1),"89,06,550   ","54,21,934   ",60.9   ,"52,36,759   ",58.8   ,"1,85,175   ",3.4   
15,Hawaii,2025(1),"11,34,276   ","6,87,912   ",60.6   ,"6,71,703   ",59.2   ,"16,209   ",2.4   
16,Idaho,2025(1),"15,90,706   ","10,07,694   ",63.3   ,"9,70,727   ",61.0   ,"36,967   ",3.7   
17,Illinois,2025(1),"1,02,56,596   ","65,87,613   ",64.2   ,"62,82,512   ",61.3   ,"3,05,101   ",4.6   
18,Indiana,2025(1),"54,95,311   ","35,06,284   ",63.8   ,"33,77,760   ",61.5   ,"1,28,524   ",3.7   
19,Iowa,2025(1),"25,62,796   ","17,37,690   ",67.8   ,"16,76,379   ",65.4   ,"61,311   ",3.5   
20,Kansas,2025(1),"23,17,493   ","15,72,150   ",67.8   ,"15,12,600   ",65.3   ,"59,550   ",3.8   
21,Kentucky,2025(1),"36,28,430   ","21,15,589   ",58.3   ,"20,18,309   ",55.6   ,"97,280   ",4.6   
22,Louisiana,2025(1),"36,01,998   ","20,95,308   ",58.2   ,"20,05,299   ",55.7   ,"90,009   ",4.3   
23,Maine,2025(1),"11,84,134   ","7,09,094   ",59.9   ,"6,85,327   ",57.9   ,"23,767   ",3.4   
24,Maryland,2025(1),"50,04,693   ","32,29,663   ",64.5   ,"31,00,922   ",62.0   ,"1,28,741   ",4.0   
25,Massachusetts,2025(1),"59,27,394   ","39,44,197   ",66.5   ,"37,66,226   ",63.5   ,"1,77,971   ",4.5   
26,Michigan,2025(1),"82,16,241   ","50,31,179   ",61.2   ,"47,71,613   ",58.1   ,"2,59,566   ",5.2   
27,Minnesota,2025(1),"46,43,143   ","31,71,537   ",68.3   ,"30,47,038   ",65.6   ,"1,24,499   ",3.9   
28,Mississippi,2025(1),"23,22,204   ","12,95,613   ",55.8   ,"12,46,084   ",53.7   ,"49,529   ",3.8   
29,Missouri,2025(1),"49,78,386   ","31,67,288   ",63.6   ,"30,40,759   ",61.1   ,"1,26,529   ",4.0   
30,Montana,2025(1),"9,25,504   ","5,77,847   ",62.4   ,"5,58,617   ",60.4   ,"19,230   ",3.3   
31,Nebraska,2025(1),"15,68,313   ","10,99,140   ",70.1   ,"10,66,419   ",68.0   ,"32,721   ",3.0   
32,Nevada,2025(1),"26,48,854   ","16,70,593   ",63.1   ,"15,82,362   ",59.7   ,"88,231   ",5.3   
33,New Hampshire,2025(1),"11,85,251   ","7,75,773   ",65.5   ,"7,51,050   ",63.4   ,"24,723   ",3.2   
34,New Jersey,2025(1),"77,10,374   ","49,05,633   ",63.6   ,"46,48,499   ",60.3   ,"2,57,134   ",5.2   
35,New Mexico,2025(1),"17,08,511   ","9,85,701   ",57.7   ,"9,44,167   ",55.3   ,"41,534   ",4.2   
36,New York,2025(1),"1,63,69,381   ","1,00,08,976   ",61.1   ,"95,75,201   ",58.5   ,"4,33,775   ",4.3   
51000,New York city,2025(1),"70,85,896   ","43,99,248   ",62.1   ,"41,69,104   ",58.8   ,"2,30,144   ",5.2   
37,North Carolina,2025(1),"89,10,191   ","52,99,605   ",59.5   ,"50,96,783   ",57.2   ,"2,02,822   ",3.8   
38,North Dakota,2025(1),"6,18,360   ","4,31,087   ",69.7   ,"4,19,719   ",67.9   ,"11,368   ",2.6   
39,Ohio,2025(1),"95,15,433   ","59,50,654   ",62.5   ,"56,74,190   ",59.6   ,"2,76,464   ",4.6   
40,Oklahoma,2025(1),"31,98,393   ","20,16,325   ",63.0   ,"19,48,194   ",60.9   ,"68,131   ",3.4   
41,Oregon,2025(1),"35,20,284   ","22,14,726   ",62.9   ,"21,00,102   ",59.7   ,"1,14,624   ",5.2   
42,Pennsylvania,2025(1),"1,06,23,735   ","65,41,604   ",61.6   ,"62,61,820   ",58.9   ,"2,79,784   ",4.3   
